plan_name_hgarb,Name,FY,market_return_from_valuation,admin_expense_pct,market_return_from_acfr
Nebraska Public Employees Retirement System - State Patrol Retirement System,Nebraska State Patrol Retirement System,2020,2.20E-02,2.76E-04,2.24E-02
Nebraska Public Employees Retirement System - State Patrol Retirement System,Nebraska State Patrol Retirement System,2021,0.299,2.86E-04,0.2986
Nebraska Public Employees Retirement System - State Patrol Retirement System,Nebraska State Patrol Retirement System,2022,-8.20E-02,2.25E-04,-8.17E-02
Nebraska School Retirement System,Nebraska School Retirement System,2001,-4.30E-02,4.65E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2002,-6.10E-02,6.44E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2003,5.20E-02,7.00E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2004,0.146,7.70E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2005,9.80E-02,7.10E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2006,0.104,6.41E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2007,0.177,5.46E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2008,-5.80E-02,7.76E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2009,-0.191,5.08E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2010,0.136,9.97E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2011,0.233,5.51E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2012,8.00E-03,5.61E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2013,0.129,3.73E-04,NA
Nebraska School Retirement System,Nebraska School Retirement System,2014,0.18,3.03E-04,0.1814
Nebraska School Retirement System,Nebraska School Retirement System,2015,3.80E-02,3.26E-04,3.77E-02
Nebraska School Retirement System,Nebraska School Retirement System,2016,1.60E-02,NA,1.56E-02
Nebraska School Retirement System,Nebraska School Retirement System,2017,0.138,3.07E-04,0.1383
Nebraska School Retirement System,Nebraska School Retirement System,2018,8.60E-02,2.84E-04,8.63E-02
Nebraska School Retirement System,Nebraska School Retirement System,2019,6.70E-02,2.63E-04,6.72E-02
Nebraska School Retirement System,Nebraska School Retirement System,2020,2.40E-02,2.76E-04,2.36E-02
Nebraska School Retirement System,Nebraska School Retirement System,2021,0.3,2.25E-04,0.2999
Nebraska School Retirement System,Nebraska School Retirement System,2022,0.9455,2.36E-04,-8.30E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2001,NA,5.62E-04,NA
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2002,NA,6.58E-04,-2.70E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2003,NA,6.82E-04,0.05
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2004,NA,6.12E-04,0.121
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2005,NA,5.06E-04,9.30E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2006,NA,4.20E-04,8.80E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2007,0.1503,3.78E-04,0.15
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2008,-3.26E-02,3.93E-04,-3.20E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2009,-0.1599,5.18E-04,-0.156
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2010,0.1103,5.32E-04,0.11
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2011,0.211,4.19E-04,0.211
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2012,3.05E-02,3.86E-04,3.10E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2013,0.124,3.32E-04,0.124
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2014,0.1755,2.86E-04,0.176
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2015,4.19E-02,2.79E-04,4.18E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2016,2.27E-02,3.02E-04,2.27E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2017,0.1182,2.55E-04,0.1184
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2018,8.50E-02,3.11E-04,8.54E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2019,8.47E-02,2.67E-04,8.45E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2020,7.15E-02,2.65E-04,7.15E-02
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2021,0.2723,2.14E-04,0.2725
Public Employees' Retirement System of Nevada,Nevada Public Employees Retirement System,2022,-5.06E-02,2.47E-04,-5.07E-02
New Hampshire Retirement System,New Hampshire Retirement System,2001,3.72E-02,1.02E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2002,NA,1.22E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2003,NA,1.32E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2004,NA,1.25E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2005,NA,1.01E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2006,NA,1.03E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2007,NA,1.39E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2008,-5.08E-02,1.64E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2009,-0.1818,2.35E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2010,0.1282,1.35E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2011,0.237,1.25E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2012,3.30E-03,1.08E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2013,0.1438,1.09E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2014,0.1723,1.00E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2015,3.41E-02,1.01E-03,NA
New Hampshire Retirement System,New Hampshire Retirement System,2016,8.30E-03,9.50E-04,NA
New Hampshire Retirement System,New Hampshire Retirement System,2017,0.1331,9.29E-04,NA
New Hampshire Retirement System,New Hampshire Retirement System,2018,8.77E-02,NA,NA
New Hampshire Retirement System,New Hampshire Retirement System,2019,5.58E-02,8.24E-04,NA
New Hampshire Retirement System,New Hampshire Retirement System,2020,NA,9.10E-04,NA
New Hampshire Retirement System,New Hampshire Retirement System,2021,0.2908,7.30E-04,NA
New Hampshire Retirement System,New Hampshire Retirement System,2022,NA,8.89E-04,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2001,NA,9.28E-05,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2001,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2002,NA,1.30E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2002,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2003,NA,1.43E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2003,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2004,NA,5.17E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2004,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2005,NA,5.05E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2005,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2006,NA,5.10E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2006,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2007,NA,4.14E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2007,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2008,NA,6.03E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2008,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2009,NA,7.71E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2009,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2010,NA,7.37E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2010,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2011,NA,5.82E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2011,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2012,NA,6.56E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2012,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2013,NA,6.68E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2013,NA,NA,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2014,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2014,NA,6.63E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2015,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2015,NA,7.47E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2016,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2016,NA,8.56E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2017,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2017,0.1195,7.56E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2018,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2018,9.17E-02,9.49E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2019,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2019,5.96E-02,1.04E-03,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2020,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2020,1.35E-02,1.12E-03,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2021,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2021,0.2658,6.39E-04,NA
Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2022,NA,NA,NA
The Judicial Retirement System of New Jersey,New Jersey Judicial Retirement System,2022,-8.42E-02,7.27E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2001,NA,6.66E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2002,NA,9.30E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2003,NA,9.34E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2004,NA,8.08E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2005,NA,1.07E-03,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2006,NA,6.86E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2007,NA,6.87E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2008,NA,3.44E-03,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2009,NA,8.96E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2010,NA,7.07E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2011,NA,8.79E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2012,NA,8.28E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2013,NA,8.17E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2014,NA,7.50E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2015,NA,8.32E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2016,NA,8.70E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2017,0.1271,6.90E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2018,9.17E-02,7.25E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2019,6.33E-02,7.12E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2020,1.64E-02,6.42E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2021,0.285,3.77E-04,NA
The Public Employees’ Retirement System of New Jersey,New Jersey Public Employees Retirement System,2022,-7.47E-02,5.27E-04,NA
